id,JobTitle,Category,CompanyName,Description,Requirements,Responsibility,SalaryRange,Benefits,PostingDate,WorkType,Location
239,Java Developer,Technology,CoffeeCode Brisbane,Develop Java applications and APIs.,"Java, Spring, SQL",Write clean, well-tested code.,"$100,000 - $130,000","Unlimited PTO, annual learning fund",2023/10/14,Full time,Brisbane
240,DevOps Engineer,Technology,AutoRocket Perth,Implement CI/CD pipelines, automate processes.,"Kubernetes, Docker, Terraform",Ensure optimized deployment workflows.,"$130,000 - $160,000","Equity compensation, full benefits",2023/10/14,Full time,Perth
241,Data Scientist,Data,Insights Melbourne,Mine data to uncover insights.,"Python, R, machine learning",Communicate findings and make recommendations.,"$100,000 - $130,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
242,Frontend Developer,Technology,PixelPerfect Canberra,Develop responsive web interfaces.,"React, JavaScript, HTML/CSS",Implement intuitive, polished UIs.,"$85,000 - $115,000","Annual learning fund, work from home",2023/10/14,Full time,Canberra
243,Cloud Engineer,Technology,SkyHigh Adelaide,Architect and deploy cloud infrastructure.,"AWS, Docker, Kubernetes",Ensure security, availability and scalability.,"$120,000 - $150,000","Company equity, signing bonus",2023/10/14,Full time,Adelaide
244,Project Manager,Management,MissionControl Sydney,Plan and oversee projects end-to-end.,"Budgeting, Agile, leadership",Ensure on-time, on-budget delivery.,"$110,000 - $130,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
245,Android Developer,Technology,AppWizards Brisbane,Develop high quality Android apps.,"Java, Kotlin, REST APIs",Write clean, maintainable code.,"$95,000 - $125,000","Company equity, annual learning fund",2023/10/14,Full time,Brisbane
246,Software Architect,Technology,DesignItRight Perth,Design complex software systems and applications.,"Object oriented design, UML",Ensure optimal performance, scalability.,"$135,000 - $165,000","Signing bonus, annual bonus",2023/10/14,Full time,Perth
247,Data Engineer,Data,Pipelines Melbourne,Develop data infrastructure, pipelines.,"Spark, ETL, SQL",Ensure optimal data flows and structures.,"$110,000 - $140,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
248,Product Manager,Product,Vision Master Canberra,Define product vision and strategy.,"Market analysis, leadership",Manage roadmap, guide development.,"$130,000 - $160,000","Company equity, annual bonus",2023/10/14,Full time,Canberra
249,Security Analyst,Technology,SecureNet Adelaide,Analyze systems for vulnerabilities.,"IDS, ethical hacking, risk mgmt",Recommend security controls and measures.,"$80,000 - $100,000","Certification reimbursement, work from home",2023/10/14,Full time,Adelaide
250,DevOps Engineer,Technology,Cycle Sydney,Implement CI/CD pipelines, automate processes.,"Jenkins, Kubernetes, Terraform",Ensure optimized deployment workflows.,"$140,000 - $170,000","Equity compensation, unlimited PTO",2023/10/14,Full time,Sydney
251,Backend Developer,Technology,ServerWiz Brisbane,Develop robust backend systems and APIs.,"Java, Spring Boot, MySQL",Write clean, maintainable code.,"$95,000 - $125,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
252,Business Analyst,Business,SolutionsCorp Melbourne,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$75,000 - $95,000","Annual learning fund, work from home",2023/10/14,Full time,Melbourne
253,Sales Manager,Sales,DealDrive Sydney,Manage sales team, develop strategies to meet targets.,"Leadership, account management",Motivate and mentor team.,"$100,000 base + commission","Company equity, expense account",2023/10/14,Full time,Sydney
254,Network Engineer,Technology,PacketFlow Adelaide,Install, configure and support network infrastructure.,"TCP/IP, firewalls, routing",Ensure optimal performance and security.,"$80,000 - $100,000","Certification reimbursement, annual bonus",2023/10/14,Full time,Adelaide
255,Product Designer,Design,Pixel Perfect Canberra,Conduct user research, design UIs.,"User empathy, design systems",Craft intuitive product experiences.,"$90,000 - $120,000","Annual learning fund, unlimited PTO",2023/10/14,Full time,Canberra
256,Data Scientist,Data,Insight Labs Perth,Collect, clean and analyze data to uncover insights.,"Python, R, statistical modeling",Communicate findings to stakeholders.,"$100,000 - $130,000","401k matching, annual bonus",2023/10/14,Full time,Perth
257,Java Developer,Technology,CoffeeWare Brisbane,Develop Java applications using Spring, SQL.,"Java, Spring Boot, REST APIs",Write clean, well-tested code.,"$95,000 - $125,000","Unlimited PTO, annual learning fund",2023/10/14,Full time,Brisbane
258,DevOps Engineer,Technology,CloudDeploy Sydney,Implement CI/CD pipelines, automate processes.,"Kubernetes, Terraform, Ansible",Ensure optimized deployments and infrastructure.,"$130,000 - $160,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
259,Technical Program Manager,Management,LaunchPad Melbourne,Manage technical projects end-to-end.,"Agile, program management",Ensure on-time, on-budget delivery.,"$115,000 - $145,000","Equity compensation, full benefits",2023/10/14,Full time,Melbourne
260,Sales Engineer,Sales,DealDriver Adelaide,Provide presales technical support.,"Public speaking, client relationships",Help close deals with technical expertise.,"$90,000 base + commission","Company car, expense account",2023/10/14,Full time,Adelaide
261,Software Engineer,Technology,CodeWizards Canberra,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$100,000 - $130,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
262,Security Engineer,Technology,SecureLayer Perth,Implement security controls and measures.,"IDS, ethical hacking, risk analysis",Identify threats and vulnerabilities.,"$100,000 - $130,000","Signing bonus, annual bonus",2023/10/14,Full time,Perth
263,Data Analyst,Data,Metrix Brisbane,Collect, clean and analyze data to find insights.,"SQL, Python, data visualization",Present findings to stakeholders.,"$70,000 - $90,000","401k matching, discounted transit",2023/10/14,Full time,Brisbane
264,UI Designer,Design,PixelSmith Sydney,Conduct user research, design intuitive UIs.,"User empathy, user flows",Define style guides, design systems.,"$90,000 - $120,000","Annual learning fund, unlimited PTO",2023/10/14,Full time,Sydney
265,DevOps Engineer,Technology,AutoCloud Melbourne,Implement CI/CD pipelines, automate processes.,"Docker, Ansible, AWS",Ensure optimized workflows and infrastructure.,"$120,000 - $150,000","Company equity, annual bonus",2023/10/14,Full time,Melbourne
266,Data Engineer,Data,DataWise Adelaide,Develop data infrastructure, pipelines.,"Spark, Airflow, SQL",Ensure optimal data availability and quality.,"$100,000 - $130,000","401k match, unlimited PTO",2023/10/14,Full time,Adelaide
267,Android Developer,Technology,AppSpark Canberra,Build high quality Android applications.,"Java, Kotlin, REST APIs",Write clean, maintainable code.,"$90,000 - $120,000","Annual learning fund, full benefits",2023/10/14,Full time,Canberra
268,Technical Writer,Technical,DocMasters Perth,Create documentation for software products and services.,"Technical writing, simplifying complex topics",Ensure accurate, easy to follow documentation.,"$70,000 - $90,000","Annual conference budget, work from home",2023/10/14,Full time,Perth
269,Marketing Manager,Marketing,BrandNexus Brisbane,Develop and execute marketing campaigns across channels.,"Digital marketing, social media",Measure performance and optimize initiatives.,"$80,000 - $100,000","Professional development fund, unlimited PTO",2023/10/14,Full time,Brisbane
270,Java Developer,Technology,CoffeeCloud Sydney,Develop Java applications using Spring, Hibernate.,"Java, SQL, microservices",Write clean, maintainable code.,"$100,000 - $130,000","Annual technology stipend, unlimited PTO",2023/10/14,Full time,Sydney
271,Frontend Engineer,Technology,PixelGen Melbourne,Develop responsive web interfaces.,"React, JavaScript, Redux",Implement polished, intuitive UIs.,"$95,000 - $125,000","401k matching, annual bonus",2023/10/14,Full time,Melbourne
272,Product Manager,Product,RoadWarriors Adelaide,Define product vision, gather requirements.,"Market analysis, product development",Manage roadmap, features, releases.,"$110,000 - $140,000","Company equity, unlimited PTO",2023/10/14,Full time,Adelaide
273,Data Scientist,Data,DataWizards Canberra,Collect, mine and analyze data to uncover insights.,"Python, R, machine learning",Present findings to key stakeholders.,"$100,000 - $130,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
274,Solutions Architect,Technology,Archimedes Perth,Design technology solutions and integrations.,"Cloud architecture, system design",Bridge business needs and technical capabilities.,"$130,000 - $160,000","Signing bonus, annual bonus",2023/10/14,Full time,Perth
275,iOS Developer,Technology,SwiftCoder Brisbane,Develop intuitive iOS applications.,"Swift, Xcode, Auto Layout",Write clean, optimized code.,"$110,000 - $140,000","Company equity, unlimited PTO",2023/10/14,Full time,Brisbane
276,Software Engineer,Technology,BitsNBots Sydney,Design, develop and maintain software applications.,"C#, .NET Core, SQL Server",Write reusable, maintainable code.,"$100,000 - $130,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
277,Data Engineer,Data,DataWiz Melbourne,Develop data infrastructure, pipelines, models.,"AWS, Spark, Airflow",Ensure optimal data availability and quality.,"$110,000 - $140,000","401k matching, annual bonus",2023/10/14,Full time,Melbourne
278,DevOps Engineer,Technology,AutoDeploy Adelaide,Implement CI/CD pipelines, automate processes.,"Docker, Kubernetes, Terraform",Ensure optimized deployments and infrastructure.,"$120,000 - $150,000","Unlimited PTO, annual tech stipend",2023/10/14,Full time,Adelaide
279,Marketing Analyst,Marketing,Metriks Canberra,Collect and analyze marketing data.,"SQL, Excel, data visualization",Identify trends and insights.,"$65,000 - $85,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
280,Network Engineer,Technology,PacketPro Perth,Install, configure and support network infrastructure.,"Routing, switching, VPNs",Ensure optimal performance and security.,"$80,000 - $100,000","Annual bonus, certification reimbursement",2023/10/14,Full time,Perth
281,Android Developer,Technology,AppWizards Brisbane,Develop high quality Android applications.,"Java, Kotlin, REST APIs",Write clean, maintainable code.,"$90,000 - $120,000","Annual learning fund, full benefits",2023/10/14,Full time,Brisbane
282,Frontend Developer,Technology,PixelPerfect Sydney,Develop responsive web interfaces.,"React, JavaScript, HTML/CSS",Implement intuitive, polished UIs.,"$85,000 - $115,000","Annual technology stipend, unlimited PTO",2023/10/14,Full time,Sydney
283,Data Scientist,Data,DataSense Melbourne,Collect, analyze and interpret data to uncover insights.,"Python, R, SQL",Present findings and make recommendations.,"$100,000 - $130,000","401k matching, annual bonus",2023/10/14,Full time,Melbourne
284,Project Manager,Project Management,DeliverIt Adelaide,Plan and oversee projects end-to-end.,"Scheduling, budgeting, risk management",Ensure on-time, on-budget delivery.,"$90,000 - $110,000","Flexible work arrangements, unlimited PTO",2023/10/14,Full time,Adelaide
285,Sales Engineer,Sales,DealDriver Canberra,Provide technical sales support, demo products.,"Client relationships, public speaking",Help close deals with technical expertise.,"$80,000 base + commission","Company car, expense account",2023/10/14,Full time,Canberra
286,Product Designer,Design,UXLabs Perth,Conduct user research, design UIs and workflows.,"User empathy, prototyping",Craft intuitive product experiences.,"$90,000 - $120,000","Annual learning fund, unlimited PTO",2023/10/14,Full time,Perth
287,Java Developer,Technology,CoffeeWare Brisbane,Develop Java applications using Spring Framework.,"Java, SQL, REST APIs",Write clean, well-tested code.,"$95,000 - $125,000","401k matching, annual learning fund",2023/10/14,Full time,Brisbane
288,Software Engineer,Technology,CodeCore Sydney,Design, develop and maintain software applications.,"Python, Django, PostgreSQL",Write clean, reusable code.,"$100,000 - $130,000","Unlimited PTO, annual tech stipend",2023/10/14,Full time,Sydney
289,DevOps Engineer,Technology,AutoDeploy Melbourne,Implement CI/CD pipelines, automate processes.,"Jenkins, Docker, Kubernetes",Ensure optimized deployment workflows.,"$115,000 - $145,000","Company equity, unlimited PTO",2023/10/14,Full time,Melbourne
290,Business Analyst,Business,Solutions Adelaide,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$75,000 - $95,000","401k matching, work from home",2023/10/14,Full time,Adelaide
291,Data Engineer,Data,Data Systems Canberra,Design and develop data infrastructure and pipelines.,"Spark, Airflow, AWS",Ensure optimal data flows and structures.,"$100,000 - $130,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
292,Security Analyst,Technology,SecureBase Perth,Analyze systems and networks for vulnerabilities.,"IDS, ethical hacking, risk analysis",Recommend security controls and measures.,"$80,000 - $100,000","Certification reimbursement, work from home",2023/10/14,Full time,Perth
293,Marketing Manager,Marketing,BrandNexus Brisbane,Develop and execute marketing campaigns across channels.,"Digital marketing, analytics",Measure performance and optimize initiatives.,"$85,000 - $110,000","Professional development fund, unlimited PTO",2023/10/14,Full time,Brisbane
294,iOS Developer,Technology,SwiftApps Sydney,Develop intuitive iOS applications.,"Swift, Xcode, REST APIs",Write optimized, maintainable code.,"$100,000 - $130,000","Annual tech stipend, unlimited PTO",2023/10/14,Full time,Sydney
295,Software Engineer,Technology,DevWizards Melbourne,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$100,000 - $130,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
296,Technical Program Manager,Management,LaunchReady Adelaide,Manage technical projects end-to-end.,"Agile, program management",Ensure on-time, on-budget delivery.,"$115,000 - $140,000","Company equity, full benefits",2023/10/14,Full time,Adelaide
297,Network Engineer,Technology,PacketPro Canberra,Install, configure and maintain network infrastructure.,"TCP/IP, switching, firewalls",Ensure optimal performance and security.,"$80,000 - $100,000","Certification reimbursement, annual bonus",2023/10/14,Full time,Canberra
298,Product Manager,Product,RoadWarriors Perth,Define product vision and strategy.,"Market analysis, product development",Manage roadmap, guide engineering.,"$120,000 - $150,000","Company equity, unlimited PTO",2023/10/14,Full time,Perth
299,Data Scientist,Data,DataWizards Brisbane,Collect, analyze and interpret data to uncover insights.,"Python, R, machine learning",Present findings and make recommendations.,"$100,000 - $130,000","401k matching, annual learning fund",2023/10/14,Full time,Brisbane
300,Java Developer,Technology,CoffeeCloud Sydney,Develop Java applications using Spring and Hibernate.,"Java, SQL, microservices",Write clean, maintainable code.,"$100,000 - $130,000","Unlimited PTO, annual tech stipend",2023/10/14,Full time,Sydney
301,Software Engineer,Technology,BitsNBots Melbourne,Design, develop and maintain software applications.,"C#, .NET Core, SQL Server",Write clean, reusable code.,"$90,000 - $120,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
302,Project Manager,Project Management,LaunchPad Adelaide,Plan and oversee projects end-to-end.,"Scheduling, budgeting, risk management",Ensure on-time, on-budget delivery.,"$90,000 - $110,000","Flexible work arrangements, unlimited PTO",2023/10/14,Full time,Adelaide
303,Data Engineer,Data,Data Systems Canberra,Develop data infrastructure, pipelines and models.,"AWS, Spark, Airflow",Ensure optimal data availability and quality.,"$100,000 - $130,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
304,Security Engineer,Technology,SecureLayer Perth,Implement security controls and measures.,"IDS, ethical hacking, risk analysis",Identify vulnerabilities and threats.,"$95,000 - $125,000","Signing bonus, work from home",2023/10/14,Full time,Perth
305,Frontend Developer,Technology,PixelPerfect Brisbane,Develop responsive web interfaces and UIs.,"React, JavaScript, Redux",Implement polished, intuitive interfaces.,"$80,000 - $110,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
306,Android Developer,Technology,AppWizards Sydney,Develop high quality Android applications.,"Java, Kotlin, REST APIs",Write clean, maintainable code.,"$90,000 - $120,000","Annual learning fund, full benefits",2023/10/14,Full time,Sydney
307,Marketing Analyst,Marketing,Metriks Melbourne,Collect and analyze marketing data.,"SQL, Excel, data visualization",Identify trends and insights.,"$65,000 - $85,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
308,Sales Manager,Sales,DealDrivers Adelaide,Manage sales team, develop strategies to meet targets.,"Leadership, account management",Motivate and mentor team.,"$100,000 base + commission","Company equity, expense account",2023/10/14,Full time,Adelaide
309,Data Scientist,Data,DataSense Canberra,Collect, mine and analyze data to uncover insights.,"Python, R, machine learning",Present findings to key stakeholders.,"$95,000 - $125,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
310,DevOps Engineer,Technology,AutoCloud Perth,Implement CI/CD pipelines, automate processes.,"Docker, Kubernetes, AWS",Ensure optimized workflows and infrastructure.,"$115,000 - $145,000","Company equity, annual bonus",2023/10/14,Full time,Perth
311,Technical Writer,Technical,DocWizards Brisbane,Create documentation for software products and services.,"Technical writing, documentation tools",Ensure accurate, easy to follow documentation.,"$70,000 - $90,000","Remote work, annual conference budget",2023/10/14,Full time,Brisbane
312,Software Engineer,Technology,CodeCore Sydney,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$95,000 - $125,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
313,Data Analyst,Data,Metriks Melbourne,Collect, clean and analyze data to find insights.,"SQL, Python, data visualization",Present findings to stakeholders.,"$70,000 - $90,000","401k matching, discounted transit",2023/10/14,Full time,Melbourne
314,Sales Executive,Sales,DealRangers Adelaide,Prospect clients and generate new leads.,"Lead generation, account management",Build relationships and close enterprise deals.,"$65,000 base + commission","Car allowance, country club membership",2023/10/14,Full time,Adelaide
315,Java Developer,Technology,CoffeeWare Canberra,Develop Java applications using Spring Framework.,"Java, SQL, REST APIs",Write clean, well-tested code.,"$90,000 - $120,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
316,UX Designer,Design,HumanizeIt Perth,Conduct user research, design intuitive UIs.,"User empathy, prototyping",Craft seamless user experiences.,"$80,000 - $100,000","Annual conference budget, work from home",2023/10/14,Full time,Perth
317,Backend Developer,Technology,ServerWiz Brisbane,Develop robust backend systems and APIs.,"Java, Spring Boot, MySQL",Write clean, maintainable code.,"$90,000 - $120,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
318,Product Manager,Product,Roadmap Sydney,Define product vision and strategy.,"Market analysis, product development",Manage roadmap, features and releases.,"$115,000 - $145,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
319,Software Engineer,Technology,BitsNBots Melbourne,Design, develop and maintain software applications.,"C#, .NET, MSSQL",Write clean, reusable code.,"$90,000 - $120,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
320,Network Engineer,Technology,PacketFlow Adelaide,Install, configure and support network infrastructure.,"Routing, switching, firewalls",Ensure optimal performance and security.,"$75,000 - $95,000","Certification reimbursement, work from home",2023/10/14,Full time,Adelaide
321,Data Analyst,Data,Metriks Canberra,Collect, clean and analyze data to uncover insights.,"SQL, Excel, data visualization",Present findings to stakeholders across business.,"$65,000 - $85,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
322,Marketing Manager,Marketing,BrandLabs Perth,Develop and execute marketing campaigns across channels.,"Digital marketing, budget management",Measure performance and optimize initiatives.,"$80,000 - $100,000","Professional development fund, unlimited PTO",2023/10/14,Full time,Perth
323,Java Developer,Technology,CoffeeCloud Brisbane,Develop Java applications using Spring Boot.,"Java, SQL, microservices",Write clean, maintainable code.,"$90,000 - $120,000","Annual learning fund, full benefits",2023/10/14,Full time,Brisbane
324,DevOps Engineer,Technology,AutoDeploy Sydney,Implement CI/CD pipelines, automate processes.,"Docker, Ansible, Jenkins",Ensure optimized deployment workflows.,"$120,000 - $150,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
325,Business Analyst,Business,SolutionsCorp Melbourne,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$70,000 - $90,000","401k matching, work from home",2023/10/14,Full time,Melbourne
326,Sales Manager,Sales,DealMasters Adelaide,Manage sales team, develop strategies to meet targets.,"Leadership, account management",Motivate and mentor team.,"$100,000 base + commission","Company equity, expense account",2023/10/14,Full time,Adelaide
327,Data Engineer,Data,Data Systems Canberra,Design data infrastructure, pipelines and models.,"Spark, Airflow, PostgreSQL",Ensure optimal flows and availability.,"$95,000 - $125,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
328,Security Engineer,Technology,SecureBase Perth,Implement security controls and measures.,"IDS, ethical hacking, risk analysis",Identify threats and vulnerabilities.,"$90,000 - $120,000","Signing bonus, work from home",2023/10/14,Full time,Perth
329,Frontend Developer,Technology,PixelPerfect Brisbane,Develop responsive web interfaces and UIs.,"Angular, JavaScript, HTML/CSS",Implement polished, intuitive interfaces.,"$80,000 - $110,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
330,Technical Program Manager,Management,LaunchReady Sydney,Manage technical projects end-to-end.,"Agile, program management",Ensure on-time, on-budget delivery.,"$110,000 - $140,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
331,Data Analyst,Data,Metriks Melbourne,Collect and analyze data to uncover insights.,"SQL, Python, statistical modeling",Present findings to stakeholders.,"$70,000 - $90,000","401k matching, discounted transit",2023/10/14,Full time,Melbourne
332,Account Executive,Sales,DealRangers Adelaide,Manage client accounts, identify upsell opportunities.,"Account management, prospecting",Build strong client relationships.,"$65,000 base + commission","Company car, country club membership",2023/10/14,Full time,Adelaide
333,Software Engineer,Technology,CodeWizards Canberra,Design, develop and maintain software applications.,"Python, Django, PostgreSQL",Write clean, reusable code.,"$95,000 - $125,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
334,Product Designer,Design,UX Labs Perth,Conduct user research, design UIs and workflows.,"User empathy, design systems",Craft intuitive product experiences.,"$80,000 - $110,000","Annual learning fund, unlimited PTO",2023/10/14,Full time,Perth
335,DevOps Engineer,Technology,AutoCloud Brisbane,Implement CI/CD pipelines, automate processes.,"Docker, Ansible, AWS",Ensure optimized workflows and infrastructure.,"$115,000 - $145,000","Company equity, annual bonus",2023/10/14,Full time,Brisbane
336,Software Engineer,Technology,CodeCore Sydney,Design, develop and maintain software applications.,"C#, .NET Core, MSSQL",Write clean, reusable code.,"$95,000 - $125,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
337,Data Scientist,Data,DataSense Melbourne,Collect, analyze and interpret data to uncover insights.,"Python, R, machine learning",Present findings and make recommendations.,"$95,000 - $125,000","401k matching, annual learning fund",2023/10/14,Full time,Melbourne
338,Project Manager,Project Management,LaunchPad Adelaide,Plan and oversee projects end-to-end.,"Scheduling, budgeting, risk management",Ensure on-time, on-budget delivery.,"$85,000 - $105,000","Flexible work arrangements, unlimited PTO",2023/10/14,Full time,Adelaide
339,Data Engineer,Data,Data Systems Canberra,Develop data infrastructure, pipelines and models.,"AWS, Apache Spark, Airflow",Ensure optimal data availability and quality.,"$95,000 - $125,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
340,Security Analyst,Technology,SecureBase Perth,Analyze systems and networks for vulnerabilities.,"IDS, ethical hacking, risk analysis",Recommend security controls and measures.,"$75,000 - $95,000","Certification reimbursement, work from home",2023/10/14,Full time,Perth
341,Java Developer,Technology,CoffeeWare Brisbane,Develop Java applications using Spring Framework.,"Java, SQL, REST APIs",Write clean, well-tested code.,"$85,000 - $115,000","401k matching, annual learning fund",2023/10/14,Full time,Brisbane
342,Product Manager,Product,Roadmap Sydney,Define product vision and strategy.,"Market analysis, product development",Manage roadmap, features and releases.,"$110,000 - $140,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
343,Frontend Engineer,Technology,PixelPerfect Melbourne,Develop responsive web interfaces and UIs.,"React, JavaScript, Redux",Implement polished, intuitive interfaces.,"$80,000 - $110,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
344,Solutions Architect,Technology,IT Strategies Adelaide,Design technology solutions and integrations.,"Cloud architecture, system design",Bridge business needs and technical capabilities.,"$125,000 - $155,000","Signing bonus, annual bonus",2023/10/14,Full time,Adelaide
345,Business Analyst,Business,Solutions Canberra,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$70,000 - $90,000","401k matching, work from home",2023/10/14,Full time,Canberra
346,Network Engineer,Technology,PacketPro Perth,Install, configure and support network infrastructure.,"Routing, switching, VPNs",Ensure optimal performance and security.,"$75,000 - $95,000","Annual bonus, certification reimbursement",2023/10/14,Full time,Perth
347,iOS Developer,Technology,SwiftApps Brisbane,Develop intuitive iOS applications.,"Swift, Xcode, REST APIs",Write optimized, maintainable code.,"$95,000 - $125,000","Annual tech stipend, unlimited PTO",2023/10/14,Full time,Brisbane
348,Software Engineer,Technology,DevWizards Sydney,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$95,000 - $125,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
349,Data Engineer,Data,Data Systems Melbourne,Develop data infrastructure, pipelines and models.,"Spark, Airflow, AWS",Ensure optimal data availability and quality.,"$100,000 - $130,000","401k matching, annual bonus",2023/10/14,Full time,Melbourne
350,Technical Program Manager,Management,LaunchPad Adelaide,Plan and oversee projects end-to-end.,"Scheduling, budgeting, risk management",Ensure on-time, on-budget delivery.,"$85,000 - $105,000","Flexible work arrangements, unlimited PTO",2023/10/14,Full time,Adelaide
351,Marketing Analyst,Marketing,Metriks Canberra,Collect and analyze marketing data.,"SQL, Excel, data visualization",Identify trends and insights.,"$65,000 - $85,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
352,DevOps Engineer,Technology,AutoCloud Perth,Implement CI/CD pipelines, automate processes.,"Docker, Kubernetes, AWS",Ensure optimized workflows and infrastructure.,"$110,000 - $140,000","Company equity, annual bonus",2023/10/14,Full time,Perth
353,Technical Writer,Technical,DocWizards Brisbane,Create documentation for software products and services.,"Technical writing, documentation tools",Ensure accurate, easy to follow documentation.,"$65,000 - $85,000","Remote work, annual conference budget",2023/10/14,Full time,Brisbane
354,Software Engineer,Technology,CodeCore Sydney,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$90,000 - $120,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
355,Data Analyst,Data,Metriks Melbourne,Collect, clean and analyze data to uncover insights.,"SQL, Python, data visualization",Present findings to stakeholders.,"$65,000 - $85,000","401k matching, discounted transit",2023/10/14,Full time,Melbourne
356,Account Executive,Sales,DealRangers Adelaide,Manage client accounts, identify upsell opportunities.,"Account management, prospecting",Build strong client relationships.,"$60,000 base + commission","Company car, country club membership",2023/10/14,Full time,Adelaide
357,Frontend Developer,Technology,PixelSmith Canberra,Develop responsive web interfaces and UIs.,"Angular, JavaScript, HTML/CSS",Implement polished, intuitive interfaces.,"$75,000 - $105,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
358,UX Designer,Design,HumanizeIt Perth,Conduct user research, design intuitive UIs.,"User empathy, prototyping",Craft seamless user experiences.,"$75,000 - $95,000","Annual conference budget, work from home",2023/10/14,Full time,Perth
359,Backend Developer,Technology,ServerWiz Brisbane,Develop robust backend systems and APIs.,"Java, Spring Boot, MySQL",Write clean, maintainable code.,"$85,000 - $115,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
360,Product Manager,Product,Roadmap Sydney,Define product vision and strategy.,"Market analysis, product development",Manage roadmap, features and releases.,"$105,000 - $135,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
361,Software Engineer,Technology,BitsNBots Melbourne,Design, develop and maintain software applications.,"C#, .NET, MSSQL",Write clean, reusable code.,"$85,000 - $115,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
362,Network Engineer,Technology,PacketFlow Adelaide,Install, configure and support network infrastructure.,"Routing, switching, firewalls",Ensure optimal performance and security.,"$70,000 - $90,000","Certification reimbursement, work from home",2023/10/14,Full time,Adelaide
363,Data Analyst,Data,Metriks Canberra,Collect, clean and analyze data to uncover insights.,"SQL, Excel, data visualization",Present findings to stakeholders across business.,"$60,000 - $80,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
364,Marketing Manager,Marketing,BrandLabs Perth,Develop and execute marketing campaigns across channels.,"Digital marketing, budget management",Measure performance and optimize initiatives.,"$75,000 - $95,000","Professional development fund, unlimited PTO",2023/10/14,Full time,Perth
365,Java Developer,Technology,CoffeeCloud Brisbane,Develop Java applications using Spring Boot.,"Java, SQL, microservices",Write clean, maintainable code.,"$85,000 - $115,000","Annual learning fund, full benefits",2023/10/14,Full time,Brisbane
366,DevOps Engineer,Technology,AutoDeploy Sydney,Implement CI/CD pipelines, automate processes.,"Docker, Ansible, Jenkins",Ensure optimized deployment workflows.,"$115,000 - $145,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
